1	0.17555498580137888
2	0.12569209188222885
3	0.11069655915101369
4	0.08148523668448131
5	0.14964933941761652
6	0.06596847375233968
7	0.07439647490779559
8	0.06245081126689911
9	0.056585932771364846
10	0.050804439932107925
11	0.08106360832850139
12	0.0777233714858691
13	0.06597572813431422
14	0.05106513202190399
15	0.040027969206372895
16	0.03625480830669403
17	0.04799549654126167
18	0.03533761699994405
19	0.045062086234490074
20	0.04197969535986582
21	0.03233883157372475
22	0.043577968453367553
23	0.04254975914955139
24	0.035830250630776085
25	0.041746836155653
26	0.04028838872909546
27	0.03497354065378507
28	0.07311417038242023
29	0.031870936354001365
30	0.05296317239602407
31	0.04442976787686348
32	0.07285599534710248
33	0.035810223470131554
34	0.03758288982013861
35	0.03389017035563787
36	0.04433070495724678
37	0.036433337877194084
38	0.04505493491888046
39	0.051258400082588196
40	0.04863968243201574
41	0.05112701281905174
42	0.07522474353512128
43	0.036337594191233315
44	0.04020975902676582
45	0.0770682841539383
46	0.05417869488398234
47	0.05051974890132745
48	0.044067271053791046
49	0.04755060871442159
50	0.045138951390981674
